member_id,loan_amnt,grade,sub_grade,home_ownership,verification_status,issue_d,loan_status,zip_code,addr_state
887712,18000,E,E4,RENT,Verified,01-03-2011,Fully Paid,774xx,TX
887724,1500,D,D1,RENT,Source Verified,01-03-2011,Fully Paid,338xx,FL
887734,13000,D,D5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,847xx,UT
887744,20000,F,F1,MORTGAGE,Verified,01-03-2011,Fully Paid,857xx,AZ
887741,9600,C,C4,RENT,Not Verified,01-03-2011,Fully Paid,114xx,NY
887747,1200,C,C1,RENT,Source Verified,01-03-2011,Fully Paid,597xx,MT
887758,6000,C,C2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,330xx,FL
887783,5000,A,A1,MORTGAGE,Source Verified,01-03-2011,Fully Paid,420xx,KY
887801,8000,A,A5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,354xx,AL
887820,15000,A,A5,RENT,Verified,01-03-2011,Fully Paid,070xx,NJ
887823,2100,D,D4,RENT,Source Verified,01-03-2011,Charged Off,490xx,MI
887825,10900,D,D4,RENT,Not Verified,01-03-2011,Fully Paid,890xx,NV
887830,4000,C,C4,MORTGAGE,Not Verified,01-03-2011,Fully Paid,349xx,FL
887846,10000,A,A3,OWN,Verified,01-04-2011,Fully Paid,551xx,MN
887861,16000,F,F5,RENT,Verified,01-03-2011,Charged Off,554xx,MN
869803,14000,A,A4,MORTGAGE,Verified,01-03-2011,Fully Paid,299xx,SC
887895,7125,B,B2,RENT,Not Verified,01-03-2011,Fully Paid,070xx,NJ
887956,15000,B,B3,RENT,Verified,01-03-2011,Fully Paid,921xx,CA
887957,3500,B,B2,RENT,Source Verified,01-03-2011,Fully Paid,128xx,NY
887985,11300,A,A4,MORTGAGE,Verified,01-03-2011,Fully Paid,210xx,MD
888003,6500,A,A4,RENT,Not Verified,01-03-2011,Fully Paid,218xx,MD
888022,10000,B,B3,RENT,Not Verified,01-03-2011,Charged Off,333xx,FL
888024,5000,C,C3,OWN,Source Verified,01-03-2011,Fully Paid,300xx,GA
888030,15000,B,B3,RENT,Not Verified,01-03-2011,Fully Paid,321xx,FL
888031,7000,A,A5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,989xx,WA
888045,12000,D,D3,MORTGAGE,Not Verified,01-03-2011,Charged Off,917xx,CA
888069,12000,D,D2,MORTGAGE,Verified,01-03-2011,Fully Paid,640xx,MO
888108,12375,D,D2,RENT,Source Verified,01-03-2011,Charged Off,658xx,MO
888118,7200,A,A1,RENT,Not Verified,01-03-2011,Fully Paid,113xx,NY
888142,10000,A,A1,MORTGAGE,Not Verified,01-03-2011,Fully Paid,950xx,CA
888158,25000,F,F5,MORTGAGE,Verified,01-03-2011,Charged Off,981xx,WA
888193,4000,A,A4,RENT,Source Verified,01-03-2011,Fully Paid,113xx,NY
888203,8000,C,C3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,856xx,AZ
888234,4500,C,C1,MORTGAGE,Source Verified,01-03-2011,Fully Paid,278xx,NC
888278,7475,A,A1,MORTGAGE,Verified,01-03-2011,Fully Paid,658xx,MO
888280,3200,A,A5,RENT,Not Verified,01-06-2011,Fully Paid,020xx,MA
888294,11850,B,B5,OWN,Not Verified,01-03-2011,Fully Paid,104xx,NY
888343,14000,D,D3,RENT,Verified,01-03-2011,Fully Paid,104xx,NY
875873,4200,B,B3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,352xx,AL
888468,16000,C,C2,MORTGAGE,Source Verified,01-03-2011,Fully Paid,125xx,NY
888473,35000,E,E5,MORTGAGE,Verified,01-03-2011,Fully Paid,622xx,IL
888485,16000,D,D5,RENT,Not Verified,01-03-2011,Fully Paid,214xx,MD
888486,3625,A,A3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,660xx,KS
888487,20000,B,B5,MORTGAGE,Verified,01-03-2011,Fully Paid,017xx,MA
888503,11550,B,B5,MORTGAGE,Source Verified,01-03-2011,Charged Off,926xx,CA
888505,5000,B,B1,RENT,Not Verified,01-03-2011,Fully Paid,921xx,CA
888515,2000,B,B3,MORTGAGE,Source Verified,01-03-2011,Fully Paid,559xx,MN
888531,10000,B,B3,MORTGAGE,Verified,01-03-2011,Fully Paid,775xx,TX
888529,25000,D,D5,MORTGAGE,Verified,01-03-2011,Fully Paid,752xx,TX
888632,17000,E,E3,RENT,Verified,01-03-2011,Charged Off,926xx,CA
888663,10000,E,E1,RENT,Not Verified,01-03-2011,Fully Paid,856xx,AZ
888665,6000,C,C3,RENT,Not Verified,01-03-2011,Fully Paid,577xx,SD
888674,24925,C,C3,RENT,Verified,01-04-2011,Fully Paid,402xx,KY
888682,12000,C,C2,MORTGAGE,Verified,01-03-2011,Fully Paid,945xx,CA
888754,5000,E,E4,OWN,Source Verified,01-03-2011,Fully Paid,750xx,TX
888805,8400,B,B3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,237xx,FL
888809,8400,D,D4,MORTGAGE,Not Verified,01-03-2011,Charged Off,956xx,CA
888812,8000,B,B2,RENT,Not Verified,01-03-2011,Fully Paid,954xx,CA
888906,20050,E,E4,MORTGAGE,Not Verified,01-03-2011,Charged Off,972xx,OR
888935,8000,C,C2,MORTGAGE,Verified,01-03-2011,Charged Off,925xx,CA
888953,4000,A,A4,MORTGAGE,Not Verified,01-03-2011,Fully Paid,756xx,TX
888956,1000,A,A1,MORTGAGE,Not Verified,01-03-2011,Fully Paid,153xx,PA
888957,11425,B,B3,RENT,Not Verified,01-03-2011,Fully Paid,926xx,CA
888972,3000,B,B2,RENT,Source Verified,01-03-2011,Fully Paid,914xx,CA
888994,8000,E,E2,MORTGAGE,Source Verified,01-03-2011,Fully Paid,302xx,GA
889011,10000,B,B5,RENT,Not Verified,01-03-2011,Fully Paid,553xx,MN
889014,10000,B,B3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,342xx,FL
889261,15000,C,C4,MORTGAGE,Verified,01-03-2011,Fully Paid,207xx,MD
889299,11500,G,G1,OWN,Source Verified,01-03-2011,Fully Paid,359xx,AL
889303,2800,E,E2,RENT,Not Verified,01-03-2011,Fully Paid,731xx,OK
889318,20000,D,D4,RENT,Source Verified,01-03-2011,Fully Paid,950xx,CA
889384,35000,E,E4,MORTGAGE,Verified,01-03-2011,Charged Off,760xx,TX
889401,23000,F,F1,RENT,Source Verified,01-03-2011,Fully Paid,112xx,NY
889406,5000,A,A4,MORTGAGE,Source Verified,01-03-2011,Fully Paid,951xx,CA
889439,10000,B,B4,RENT,Source Verified,01-03-2011,Charged Off,928xx,CA
889486,7000,A,A3,RENT,Not Verified,01-03-2011,Fully Paid,968xx,HI
889489,17600,B,B4,MORTGAGE,Verified,01-03-2011,Fully Paid,890xx,NV
889497,8000,B,B5,RENT,Source Verified,01-03-2011,Fully Paid,104xx,NY
889516,9800,D,D3,RENT,Not Verified,01-03-2011,Fully Paid,895xx,NV
889579,35000,G,G2,MORTGAGE,Verified,01-03-2011,Fully Paid,750xx,TX
889587,10000,A,A4,OWN,Not Verified,01-03-2011,Fully Paid,782xx,TX
889635,4000,D,D5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,894xx,NV
889650,7000,C,C1,RENT,Source Verified,01-03-2011,Charged Off,302xx,GA
889690,6250,A,A3,MORTGAGE,Verified,01-03-2011,Fully Paid,191xx,PA
889733,29700,E,E1,MORTGAGE,Verified,01-03-2011,Fully Paid,773xx,TX
889744,25000,E,E1,RENT,Verified,01-03-2011,Fully Paid,941xx,CA
889766,12000,F,F3,MORTGAGE,Source Verified,01-03-2011,Fully Paid,170xx,PA
889845,20000,D,D3,OWN,Verified,01-03-2011,Fully Paid,180xx,PA
889848,13650,B,B2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,911xx,CA
889860,30000,E,E1,MORTGAGE,Verified,01-03-2011,Fully Paid,750xx,TX
889881,12000,C,C5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,703xx,LA
889906,10000,B,B5,RENT,Source Verified,01-03-2011,Fully Paid,900xx,CA
889910,9600,B,B4,RENT,Not Verified,01-03-2011,Fully Paid,902xx,CA
889912,9600,C,C5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,891xx,NV
889911,3200,E,E1,OWN,Not Verified,01-03-2011,Fully Paid,924xx,CA
889947,10000,B,B3,RENT,Not Verified,01-04-2011,Fully Paid,131xx,NY
889981,7000,B,B1,MORTGAGE,Not Verified,01-03-2011,Fully Paid,282xx,NC
889986,10000,A,A2,MORTGAGE,Verified,01-03-2011,Fully Paid,083xx,NJ
889991,10500,B,B5,RENT,Not Verified,01-03-2011,Fully Paid,920xx,CA
889993,15000,D,D5,RENT,Verified,01-03-2011,Charged Off,926xx,CA
890001,7000,A,A2,RENT,Not Verified,01-03-2011,Charged Off,928xx,CA
890004,9000,C,C4,MORTGAGE,Not Verified,01-03-2011,Charged Off,254xx,WV
890032,17500,D,D3,RENT,Source Verified,01-03-2011,Fully Paid,926xx,CA
887888,20000,C,C2,MORTGAGE,Verified,01-03-2011,Fully Paid,080xx,NJ
890128,5000,A,A3,RENT,Not Verified,01-03-2011,Fully Paid,926xx,CA
890153,14000,B,B3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,986xx,WA
890188,15000,B,B3,RENT,Not Verified,01-03-2011,Fully Paid,802xx,CO
890227,7500,C,C1,RENT,Verified,01-03-2011,Fully Paid,850xx,AZ
890233,28000,E,E1,RENT,Verified,01-03-2011,Charged Off,930xx,CA
890240,28000,F,F2,RENT,Source Verified,01-03-2011,Fully Paid,928xx,CA
890320,8500,B,B3,MORTGAGE,Verified,01-03-2011,Fully Paid,063xx,CT
890330,10000,A,A2,RENT,Source Verified,01-03-2011,Fully Paid,402xx,KY
890413,9000,F,F4,RENT,Source Verified,01-03-2011,Charged Off,331xx,FL
890415,7000,A,A1,MORTGAGE,Verified,01-03-2011,Fully Paid,117xx,NY
890431,20000,G,G5,RENT,Not Verified,01-03-2011,Fully Paid,908xx,CA
890448,9000,B,B3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,442xx,OH
890473,12000,A,A4,RENT,Source Verified,01-03-2011,Fully Paid,995xx,AK
890476,8000,D,D2,MORTGAGE,Source Verified,01-03-2011,Fully Paid,853xx,AZ
890481,12000,A,A2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,853xx,AZ
890505,1800,B,B1,MORTGAGE,Source Verified,01-03-2011,Fully Paid,322xx,FL
890511,3625,B,B5,RENT,Source Verified,01-03-2011,Charged Off,305xx,GA
890516,6000,A,A2,MORTGAGE,Verified,01-03-2011,Fully Paid,610xx,IL
890529,5000,B,B4,RENT,Source Verified,01-03-2011,Fully Paid,606xx,IL
890532,25000,D,D4,RENT,Verified,01-03-2011,Fully Paid,921xx,CA
890806,10000,A,A5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,012xx,MA
890845,26000,F,F3,MORTGAGE,Verified,01-03-2011,Charged Off,301xx,GA
890853,4550,B,B4,RENT,Not Verified,01-03-2011,Fully Paid,329xx,FL
890868,10000,C,C4,RENT,Not Verified,01-03-2011,Charged Off,115xx,NY
890878,1000,C,C5,RENT,Source Verified,01-03-2011,Charged Off,913xx,CA
890905,11200,A,A2,RENT,Not Verified,01-03-2011,Fully Paid,070xx,NJ
891005,4000,A,A3,RENT,Verified,01-03-2011,Fully Paid,303xx,GA
891130,4000,A,A2,RENT,Not Verified,01-03-2011,Fully Paid,925xx,CA
891142,16000,D,D2,MORTGAGE,Verified,01-03-2011,Charged Off,074xx,NJ
891163,3000,A,A4,RENT,Not Verified,01-03-2011,Fully Paid,850xx,AZ
891199,16450,B,B5,MORTGAGE,Verified,01-03-2011,Fully Paid,342xx,FL
891236,15250,C,C1,RENT,Verified,01-03-2011,Charged Off,912xx,CA
891245,8400,E,E3,RENT,Not Verified,01-03-2011,Fully Paid,917xx,CA
891253,25200,D,D4,MORTGAGE,Verified,01-03-2011,Fully Paid,923xx,CA
891263,12000,A,A5,RENT,Source Verified,01-03-2011,Fully Paid,941xx,CA
891316,30000,F,F5,OWN,Verified,01-03-2011,Charged Off,309xx,GA
891328,1000,B,B2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,299xx,SC
891355,15000,F,F4,MORTGAGE,Verified,01-03-2011,Fully Paid,210xx,MD
891364,18000,C,C4,MORTGAGE,Verified,01-03-2011,Fully Paid,933xx,CA
891395,10000,D,D5,RENT,Source Verified,01-03-2011,Fully Paid,113xx,NY
891399,7000,D,D5,RENT,Source Verified,01-03-2011,Charged Off,750xx,TX
891400,6000,F,F2,RENT,Verified,01-03-2011,Fully Paid,852xx,AZ
891415,3000,D,D3,RENT,Verified,01-03-2011,Fully Paid,560xx,MN
891510,25000,F,F4,MORTGAGE,Verified,01-03-2011,Fully Paid,928xx,CA
891512,12000,A,A2,RENT,Verified,01-05-2011,Fully Paid,100xx,NY
891521,10000,D,D4,RENT,Not Verified,01-03-2011,Fully Paid,224xx,VA
891528,10400,D,D2,RENT,Not Verified,01-03-2011,Fully Paid,080xx,NJ
891548,8500,A,A3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,080xx,NJ
891664,4000,A,A2,RENT,Source Verified,01-03-2011,Charged Off,346xx,FL
891691,10000,A,A3,MORTGAGE,Not Verified,01-04-2011,Fully Paid,282xx,NC
891717,12900,D,D5,MORTGAGE,Source Verified,01-03-2011,Fully Paid,303xx,GA
891720,4800,B,B5,RENT,Source Verified,01-03-2011,Fully Paid,923xx,CA
891728,10000,B,B3,RENT,Verified,01-03-2011,Charged Off,917xx,CA
891779,5000,B,B5,RENT,Verified,01-03-2011,Fully Paid,945xx,CA
891798,9350,B,B3,RENT,Source Verified,01-03-2011,Fully Paid,946xx,CA
891813,14400,A,A5,RENT,Not Verified,01-03-2011,Fully Paid,532xx,WI
891873,15000,E,E1,RENT,Verified,01-03-2011,Fully Paid,282xx,NC
891872,8000,C,C4,RENT,Source Verified,01-03-2011,Fully Paid,453xx,OH
891938,6800,A,A2,RENT,Source Verified,01-03-2011,Fully Paid,100xx,NY
891952,35000,E,E5,MORTGAGE,Verified,01-03-2011,Fully Paid,333xx,FL
891962,10000,A,A4,RENT,Not Verified,01-03-2011,Fully Paid,920xx,CA
891939,5000,B,B3,RENT,Source Verified,01-03-2011,Charged Off,330xx,FL
891996,25000,C,C3,OWN,Verified,01-03-2011,Charged Off,926xx,CA
892048,6500,A,A2,MORTGAGE,Verified,01-03-2011,Fully Paid,027xx,MA
892069,9600,D,D3,MORTGAGE,Source Verified,01-03-2011,Fully Paid,056xx,VT
892086,12000,A,A4,MORTGAGE,Source Verified,01-03-2011,Fully Paid,344xx,FL
892153,10000,A,A1,RENT,Verified,01-03-2011,Fully Paid,068xx,CT
892281,33250,C,C2,MORTGAGE,Verified,01-03-2011,Fully Paid,481xx,MI
892362,10000,B,B2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,638xx,MO
892514,4800,A,A5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,275xx,NC
892582,11000,B,B3,RENT,Source Verified,01-03-2011,Charged Off,926xx,CA
892603,11000,A,A1,RENT,Not Verified,01-03-2011,Fully Paid,729xx,AR
892705,25000,C,C1,RENT,Source Verified,01-03-2011,Charged Off,327xx,FL
892715,15000,D,D2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,180xx,PA
892748,12000,A,A2,MORTGAGE,Verified,01-04-2011,Fully Paid,597xx,MT
892826,2500,B,B4,RENT,Source Verified,01-03-2011,Fully Paid,021xx,MA
892930,9600,A,A4,RENT,Verified,01-03-2011,Fully Paid,664xx,KS
892931,9000,B,B5,OWN,Not Verified,01-03-2011,Fully Paid,945xx,CA
892954,30000,E,E2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,816xx,CO
892976,6300,A,A2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,662xx,KS
893038,3600,C,C4,RENT,Source Verified,01-03-2011,Fully Paid,405xx,KY
893053,15000,A,A5,MORTGAGE,Source Verified,01-03-2011,Fully Paid,281xx,NC
893081,20000,D,D5,MORTGAGE,Verified,01-04-2011,Charged Off,906xx,CA
893114,16950,B,B3,MORTGAGE,Verified,01-03-2011,Fully Paid,907xx,CA
893144,12000,B,B4,RENT,Not Verified,01-03-2011,Fully Paid,913xx,CA
893277,9000,C,C3,MORTGAGE,Source Verified,01-03-2011,Charged Off,349xx,FL
893305,10000,E,E1,RENT,Verified,01-03-2011,Fully Paid,218xx,MD
893318,35000,C,C1,MORTGAGE,Verified,01-03-2011,Fully Paid,553xx,MN
893319,10000,B,B1,MORTGAGE,Verified,01-03-2011,Fully Paid,281xx,NC
893320,5000,B,B3,RENT,Source Verified,01-03-2011,Charged Off,750xx,TX
893328,5000,B,B2,MORTGAGE,Verified,01-03-2011,Charged Off,274xx,NC
893342,12000,B,B4,MORTGAGE,Source Verified,01-03-2011,Charged Off,330xx,FL
893350,16800,C,C1,MORTGAGE,Source Verified,01-03-2011,Fully Paid,441xx,OH
893373,1500,C,C2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,315xx,GA
893382,12000,B,B5,MORTGAGE,Source Verified,01-03-2011,Fully Paid,723xx,AR
893414,7925,D,D2,MORTGAGE,Verified,01-03-2011,Charged Off,294xx,SC
893426,5375,A,A2,OWN,Not Verified,01-03-2011,Fully Paid,737xx,OK
893462,10000,C,C1,MORTGAGE,Verified,01-03-2011,Fully Paid,165xx,PA
893498,25000,E,E2,RENT,Verified,01-03-2011,Fully Paid,222xx,VA
893625,7200,C,C1,RENT,Source Verified,01-03-2011,Fully Paid,282xx,NC
893656,20000,C,C1,MORTGAGE,Verified,01-03-2011,Fully Paid,495xx,MI
893661,16000,G,G3,MORTGAGE,Verified,01-03-2011,Fully Paid,945xx,CA
893694,9600,B,B4,MORTGAGE,Not Verified,01-03-2011,Fully Paid,440xx,OH
893718,10000,D,D2,MORTGAGE,Verified,01-03-2011,Fully Paid,350xx,AL
893723,15000,C,C1,OWN,Verified,01-03-2011,Fully Paid,222xx,VA
893738,15000,B,B4,MORTGAGE,Source Verified,01-03-2011,Fully Paid,154xx,PA
893783,14500,A,A5,MORTGAGE,Verified,01-03-2011,Fully Paid,322xx,FL
893786,10000,A,A1,RENT,Not Verified,01-03-2011,Fully Paid,930xx,CA
893798,7000,A,A4,MORTGAGE,Not Verified,01-04-2011,Fully Paid,111xx,NY
893801,3000,C,C4,RENT,Source Verified,01-03-2011,Charged Off,762xx,TX
893813,12500,F,F2,RENT,Source Verified,01-03-2011,Fully Paid,553xx,MN
893821,20000,C,C2,MORTGAGE,Verified,01-03-2011,Fully Paid,704xx,LA
893826,28625,E,E5,MORTGAGE,Verified,01-05-2011,Fully Paid,928xx,CA
893849,12000,A,A5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,601xx,IL
893854,14000,A,A4,RENT,Not Verified,01-03-2011,Fully Paid,532xx,WI
893860,4000,C,C4,OWN,Not Verified,01-03-2011,Charged Off,334xx,FL
893903,10000,A,A3,RENT,Source Verified,01-03-2011,Fully Paid,945xx,CA
893906,24000,F,F5,MORTGAGE,Verified,01-03-2011,Fully Paid,906xx,CA
893938,12000,A,A3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,554xx,MN
893942,8000,D,D4,RENT,Source Verified,01-03-2011,Charged Off,941xx,CA
893929,8000,A,A2,RENT,Source Verified,01-03-2011,Charged Off,020xx,MA
893944,8000,C,C3,RENT,Source Verified,01-03-2011,Fully Paid,770xx,TX
894023,22000,C,C5,RENT,Source Verified,01-03-2011,Charged Off,070xx,NJ
894029,9000,C,C2,RENT,Not Verified,01-03-2011,Current,906xx,CA
894039,12000,D,D5,RENT,Source Verified,01-03-2011,Fully Paid,945xx,CA
894050,16000,G,G1,RENT,Verified,01-03-2011,Fully Paid,956xx,CA
894059,15000,C,C1,RENT,Verified,01-04-2011,Fully Paid,115xx,NY
894074,17000,B,B5,RENT,Verified,01-03-2011,Charged Off,864xx,AZ
894121,14400,E,E4,MORTGAGE,Not Verified,01-03-2011,Fully Paid,554xx,MN
894166,6000,A,A3,MORTGAGE,Source Verified,01-03-2011,Fully Paid,852xx,AZ
894169,10800,F,F2,RENT,Verified,01-03-2011,Fully Paid,028xx,RI
894218,25000,B,B3,RENT,Verified,01-03-2011,Fully Paid,019xx,MA
894224,4800,A,A1,MORTGAGE,Source Verified,01-03-2011,Fully Paid,062xx,CT
894236,8000,C,C5,RENT,Not Verified,01-03-2011,Fully Paid,945xx,CA
894268,18000,D,D2,MORTGAGE,Verified,01-03-2011,Fully Paid,444xx,OH
894289,3000,C,C2,RENT,Source Verified,01-03-2011,Charged Off,025xx,MA
894318,10000,D,D5,RENT,Source Verified,01-03-2011,Fully Paid,100xx,NY
894323,7000,C,C2,MORTGAGE,Source Verified,01-03-2011,Fully Paid,625xx,IL
894345,7500,D,D2,MORTGAGE,Source Verified,01-03-2011,Fully Paid,309xx,GA
894352,30000,E,E2,MORTGAGE,Verified,01-03-2011,Fully Paid,750xx,TX
894421,6400,A,A3,OWN,Not Verified,01-03-2011,Fully Paid,104xx,NY
894435,9000,C,C1,RENT,Not Verified,01-03-2011,Fully Paid,752xx,TX
894454,35000,E,E3,MORTGAGE,Verified,01-03-2011,Fully Paid,070xx,NJ
894462,3500,A,A1,MORTGAGE,Source Verified,01-03-2011,Fully Paid,613xx,IL
894463,11700,B,B4,MORTGAGE,Verified,01-03-2011,Fully Paid,815xx,CO
894504,10000,A,A5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,231xx,VA
894537,2500,A,A4,MORTGAGE,Source Verified,01-03-2011,Fully Paid,431xx,OH
894545,10000,A,A4,MORTGAGE,Source Verified,01-03-2011,Fully Paid,902xx,CA
894564,16000,B,B3,OWN,Not Verified,01-07-2011,Fully Paid,662xx,KS
894574,15350,E,E5,MORTGAGE,Not Verified,01-03-2011,Charged Off,210xx,MD
894643,5000,B,B4,RENT,Source Verified,01-03-2011,Fully Paid,084xx,NJ
894684,18000,C,C2,RENT,Verified,01-04-2011,Fully Paid,180xx,PA
894687,5000,A,A3,RENT,Not Verified,01-03-2011,Fully Paid,111xx,NY
894738,13000,B,B3,RENT,Not Verified,01-03-2011,Fully Paid,021xx,MA
894749,3950,A,A3,RENT,Verified,01-03-2011,Fully Paid,750xx,TX
894759,1825,C,C1,RENT,Not Verified,01-03-2011,Fully Paid,941xx,CA
894760,1375,B,B5,MORTGAGE,Not Verified,01-03-2011,Charged Off,441xx,OH
894762,9750,E,E1,OWN,Not Verified,01-03-2011,Fully Paid,462xx,IL
894795,10000,B,B3,RENT,Verified,01-03-2011,Fully Paid,112xx,NY
894804,6000,B,B2,RENT,Verified,01-03-2011,Fully Paid,200xx,DC
894830,6000,B,B4,RENT,Verified,01-03-2011,Fully Paid,852xx,AZ
894880,8000,B,B5,RENT,Source Verified,01-03-2011,Fully Paid,902xx,CA
894888,25000,A,A4,RENT,Verified,01-03-2011,Fully Paid,077xx,NJ
894896,12000,A,A4,MORTGAGE,Not Verified,01-04-2011,Fully Paid,488xx,MI
894913,4700,A,A3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,774xx,TX
894919,16500,D,D3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,231xx,VA
894923,16525,D,D3,RENT,Verified,01-03-2011,Fully Paid,952xx,CA
894924,20000,G,G2,MORTGAGE,Verified,01-03-2011,Charged Off,801xx,CO
894939,4000,B,B3,RENT,Verified,01-03-2011,Fully Paid,329xx,FL
894975,12000,B,B3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,773xx,TX
894985,10800,D,D3,MORTGAGE,Verified,01-03-2011,Fully Paid,237xx,VA
895020,6000,D,D5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,489xx,MI
895028,35000,E,E2,RENT,Verified,01-03-2011,Charged Off,334xx,FL
895086,2000,A,A1,MORTGAGE,Not Verified,01-03-2011,Fully Paid,786xx,TX
895159,10400,A,A2,MORTGAGE,Not Verified,01-03-2011,Fully Paid,553xx,MN
895162,8000,D,D5,OWN,Not Verified,01-03-2011,Charged Off,982xx,WA
895175,16450,D,D5,RENT,Source Verified,01-03-2011,Fully Paid,853xx,AZ
895220,20000,F,F4,MORTGAGE,Verified,01-03-2011,Fully Paid,480xx,MI
895222,15000,F,F5,MORTGAGE,Verified,01-03-2011,Charged Off,762xx,TX
895240,20000,F,F2,RENT,Source Verified,01-03-2011,Charged Off,923xx,CA
895245,8000,B,B5,OWN,Verified,01-03-2011,Fully Paid,952xx,CA
895255,9600,A,A5,RENT,Not Verified,01-03-2011,Fully Paid,200xx,DC
895319,8000,D,D2,MORTGAGE,Source Verified,01-04-2011,Fully Paid,610xx,IL
895325,25000,F,F1,MORTGAGE,Verified,01-03-2011,Fully Paid,750xx,TX
895337,20000,C,C3,MORTGAGE,Verified,01-03-2011,Fully Paid,802xx,CO
895360,35000,F,F4,RENT,Verified,01-03-2011,Charged Off,104xx,NY
895373,6000,A,A3,MORTGAGE,Not Verified,01-03-2011,Fully Paid,010xx,MA
895505,8875,A,A5,MORTGAGE,Not Verified,01-03-2011,Fully Paid,666xx,KS
895534,12000,A,A4,RENT,Source Verified,01-04-2011,Fully Paid,243xx,VA
895562,10200,C,C2,RENT,Verified,01-03-2011,Fully Paid,900xx,CA
895564,4100,D,D2,RENT,Not Verified,01-03-2011,Fully Paid,951xx,CA
895563,35000,D,D1,MORTGAGE,Verified,01-03-2011,Charged Off,201xx,VA
895637,5400,A,A4,RENT,Source Verified,01-03-2011,Fully Paid,660xx,KS
895643,10675,B,B3,MORTGAGE,Not Verified,01-04-2011,Fully Paid,240xx,VA
895644,12000,B,B4,MORTGAGE,Source Verified,01-03-2011,Fully Paid,923xx,CA
895650,19000,B,B4,MORTGAGE,Verified,01-03-2011,Fully Paid,591xx,MT
895695,6000,B,B5,MORTGAGE,Source Verified,01-03-2011,Fully Paid,985xx,WA
895713,12000,C,C5,MORTGAGE,Source Verified,01-06-2011,Fully Paid,825xx,WY
895739,6400,A,A2,RENT,Verified,01-05-2011,Fully Paid,335xx,FL
895743,2800,B,B5,RENT,Verified,01-03-2011,Fully Paid,908xx,CA
895776,13500,A,A4,RENT,Not Verified,01-03-2011,Fully Paid,920xx,CA
895870,8500,B,B5,MORTGAGE,Not Verified,01-03-2011,Charged Off,705xx,LA
895866,18000,B,B2,RENT,Source Verified,01-03-2011,Fully Paid,953xx,CA
895895,1500,D,D1,MORTGAGE,Source Verified,01-03-2011,Fully Paid,930xx,CA
895900,5825,C,C3,OWN,Verified,01-03-2011,Fully Paid,959xx,CA
895924,4200,B,B4,RENT,Not Verified,01-04-2011,Fully Paid,920xx,CA
895972,8000,C,C2,MORTGAGE,Source Verified,01-03-2011,Fully Paid,928xx,CA
896055,18000,E,E1,MORTGAGE,Source Verified,01-03-2011,Charged Off,639xx,MO
896069,8000,D,D4,RENT,Source Verified,01-03-2011,Fully Paid,995xx,AK
896072,2500,B,B4,RENT,Source Verified,01-03-2011,Fully Paid,101xx,NY
896075,9000,A,A5,MORTGAGE,Not Verified,01-04-2011,Fully Paid,770xx,TX
896091,10000,D,D2,RENT,Source Verified,01-03-2011,Fully Paid,152xx,PA
896102,12000,B,B5,RENT,Verified,01-03-2011,Charged Off,100xx,NY
896139,5500,B,B5,RENT,Source Verified,01-03-2011,Fully Paid,551xx,MN
896144,25000,C,C4,MORTGAGE,Verified,01-03-2011,Fully Paid,445xx,OH
896157,2400,B,B5,RENT,Verified,01-03-2011,Fully Paid,775xx,TX
896170,6000,A,A5,MORTGAGE,Source Verified,01-03-2011,Fully Paid,301xx,GA
896189,6000,B,B4,RENT,Not Verified,01-03-2011,Fully Paid,132xx,NY
896267,4000,C,C2,RENT,Not Verified,01-03-2011,Fully Paid,900xx,CA
896293,10000,C,C1,RENT,Not Verified,01-03-2011,Fully Paid,600xx,IL
