id,revol_bal,total_acc,total_pymnt,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
628540,56149,44,35546.6,01-11-2015,1180.44,01-05-2016
628545,8481,18,8655.541072,01-03-2013,2405.84,01-03-2016
628547,13937,44,22235.06043,01-03-2012,10130.93,01-04-2012
628550,2426,5,8712.214845,01-12-2013,274.8,01-11-2015
628563,2464,9,8280.474008,01-12-2013,259.36,01-12-2013
628571,16398,27,3657.416032,01-12-2013,109.69,01-12-2013
628598,6683,19,7038.287486,01-12-2013,208.39,01-05-2016
628602,72016,30,8114.755136,01-12-2013,243.58,01-05-2016
628620,39737,23,12118.38895,01-08-2013,1684.51,01-05-2016
628630,15863,7,8603.408132,01-12-2013,245.23,01-03-2016
628636,4712,15,2208.10184,01-12-2013,67.99,01-12-2013
628638,11708,11,14940.4262,01-12-2013,451.91,01-12-2013
628653,3056,16,7998.526227,01-03-2013,4190.61,01-03-2013
628655,32649,18,30039.09324,01-12-2013,949.63,01-12-2013
628665,1200,33,7259.580121,01-12-2013,219.56,01-04-2016
628690,3133,26,4449.46,01-08-2013,126.13,01-01-2014
628692,24963,26,12244.30146,01-01-2013,3981.94,01-02-2013
628699,14029,46,25278.8,01-02-2015,4894.92,01-02-2015
628709,8884,17,1714.448727,01-12-2013,52.68,01-08-2014
628731,23260,23,13720.02289,01-12-2012,5164.27,01-05-2016
628749,90911,37,10472.95526,01-12-2013,311.24,01-05-2016
628751,17325,15,12733.98437,01-11-2011,26.42,01-08-2011
628787,8304,20,9095.570553,01-09-2013,1013.01,01-05-2016
628801,4142,25,3503.295082,01-12-2013,100.19,01-12-2015
628808,42026,27,11211.87513,01-02-2013,345.08,01-05-2016
628812,44121,48,177.75,01-02-2011,178.27,01-05-2016
628821,2185,23,5851.716333,01-12-2013,170.43,01-12-2013
628849,5626,12,12513.98561,01-08-2012,4072.01,01-09-2012
628865,5538,23,6359.485695,01-02-2012,3984.26,01-04-2016
628921,11644,29,8254.726243,01-01-2013,2709.58,01-02-2013
628923,9984,43,20013.0066,01-03-2014,6693.38,01-02-2015
628927,6656,15,5776.023188,01-04-2013,297.32,01-05-2015
628955,2824,47,3836.368263,01-09-2011,3237,01-08-2011
628995,8422,15,9454.260729,01-02-2013,2798.71,01-02-2013
629006,14248,19,11006.98,01-09-2013,42.91,01-05-2016
629008,17979,17,1657.7549,01-06-2012,47.23,01-01-2016
629011,11160,10,21583.84304,01-05-2012,3457.66,01-06-2012
629032,286,30,21774.74049,01-11-2011,17496.39,01-05-2016
629039,1808,16,5745.473321,01-01-2014,188.71,01-05-2016
629047,3615,21,3528.47,01-01-2011,3528.52,01-01-2011
629059,18285,27,641.78,01-12-2011,48.66,01-05-2012
629071,7486,22,5042.01,01-04-2012,197.36,01-05-2016
629074,3904,39,4881.628062,01-12-2013,47.07,01-12-2013
629082,35911,27,25532.29413,01-12-2013,713.46,01-12-2013
629085,13528,30,26218.32774,01-07-2011,19.36,01-07-2011
629090,80596,29,21950.29499,01-12-2013,639.01,01-12-2013
629091,26088,7,35230.42861,01-09-2015,2363.12,01-10-2015
629097,13691,24,14290.65,01-04-2012,860.04,01-09-2012
629099,830,8,3330.386558,01-12-2013,95.7,01-04-2016
629105,9222,22,6969.922304,01-12-2013,224.52,01-12-2013
629111,3230,8,3032.035005,01-12-2013,90.53,01-04-2015
629128,4379,8,3269.39,01-10-2011,271.55,01-03-2012
629141,15459,21,19872.54237,01-01-2014,563.57,01-02-2016
629226,7318,30,16048.12998,01-12-2015,267.4,01-01-2016
629230,8684,36,17064.55225,01-12-2015,284.36,01-12-2015
629231,11562,20,5357.435953,01-11-2012,969.76,01-11-2012
629245,8067,12,13100.7849,01-02-2012,7994.16,01-09-2013
629268,8308,35,3366.501472,01-11-2012,1277.87,01-11-2012
629278,16094,25,17614.67509,01-08-2014,666.21,01-04-2015
629288,19064,21,9200.122807,01-01-2013,2978.15,01-04-2016
629290,7297,22,6108.79,01-03-2013,222.22,01-08-2013
629312,668,13,6403.367821,01-12-2013,103.61,01-12-2013
629318,4893,43,17039.21315,01-06-2013,3272.09,01-01-2016
629329,18298,22,5867.125121,01-12-2013,177.48,01-03-2016
629336,9880,27,8436.886008,01-12-2013,239.64,01-08-2014
629368,617,16,4967.897421,01-12-2015,82.1,01-12-2015
629369,15630,21,3169.02748,01-02-2012,88.11,01-05-2012
629373,13376,48,19873.69236,01-06-2013,431.21,01-05-2016
629374,346,22,1141.586423,01-02-2013,341.04,01-06-2015
629380,17162,30,7268.732723,01-06-2013,1390.61,01-05-2016
629409,46310,36,10405.59608,01-12-2013,308.43,01-04-2016
629415,13680,14,7491.01482,01-10-2013,3024.9,01-03-2014
629418,519,13,5459.123902,01-12-2013,181.04,01-09-2015
629423,14877,25,10980.31266,01-12-2013,313.45,01-01-2016
629480,5522,15,7728.554036,01-12-2013,242.01,01-12-2013
629481,13225,13,12521.46,01-06-2014,298.13,01-05-2016
629484,7496,13,1375.776886,01-12-2015,22.31,01-12-2015
629500,8444,21,8651.396101,01-02-2013,2612.26,01-05-2016
629509,5411,28,10424.19068,01-12-2013,311.06,01-01-2015
629517,1323,13,5145.040002,01-06-2015,78.3,01-06-2015
629530,2664,12,10705.92366,01-12-2015,177.96,01-12-2015
629537,829,14,5821.925552,01-01-2014,167.37,01-01-2016
629587,11000,23,11844.42482,01-12-2012,4188.49,01-06-2013
629594,197,7,5745.431898,01-12-2013,188.95,01-12-2013
629606,122791,32,3427.199494,01-05-2013,757.19,01-05-2016
629639,12051,18,9255.381895,01-12-2015,154.04,01-01-2016
629652,10243,45,6548.353877,01-10-2013,574.83,01-05-2016
629653,24921,35,24981.32659,01-11-2012,14879.02,01-11-2012
629654,20911,43,29622.32368,01-05-2012,20231.26,01-02-2016
629660,15240,30,16568.81576,01-01-2016,275.96,01-12-2015
629667,23492,15,8291.827396,01-04-2012,5789.39,01-05-2016
629688,23379,27,15280.03999,01-08-2015,1267.83,01-05-2016
629689,35013,41,12745.38,01-12-2012,497.7,01-05-2013
629694,3703,33,37915.54014,01-12-2015,631.67,01-12-2015
629721,6758,11,8129.407241,01-02-2013,2456.27,01-02-2013
629724,10840,22,18110.87537,01-09-2012,7647.55,01-05-2016
629731,14846,10,13041.19689,01-08-2012,6013.58,01-08-2012
629754,2989,8,3839.185518,01-03-2013,2050.49,01-03-2013
629762,15668,24,6515.405882,01-01-2014,201.68,01-01-2014
629807,1131,9,2772.582009,01-12-2013,83.2,01-10-2015
629815,19136,30,17220.45743,01-02-2013,103.89,01-04-2013
629818,18036,28,18876.78628,01-09-2012,35.92,01-05-2016
629833,8265,32,10930.11497,01-04-2012,1480.81,01-04-2012
629835,10090,38,5826.3216,01-08-2012,2787.44,01-04-2016
629846,3029,16,3949.729047,01-08-2013,1749.8,01-04-2016
629852,8716,23,12269.48456,01-10-2012,4879.68,01-10-2012
629885,5196,24,13101.33446,01-12-2013,393.51,01-12-2013
629887,10970,52,16139.54445,01-04-2013,305.19,01-04-2016
629889,5193,34,13101.31446,01-12-2013,393.48,01-05-2016
629897,46672,30,18980.40811,01-04-2013,4593.29,01-05-2013
629902,1936,27,11285.78191,01-02-2016,2.18,01-05-2016
629912,5089,11,9192.545605,01-01-2014,289.22,01-05-2016
629917,2944,15,4535.54007,01-10-2011,3354.58,01-10-2011
629921,17394,25,13073.62386,01-08-2013,5699.77,01-09-2014
629930,7677,15,5109.03,01-10-2013,32.32,01-02-2014
629932,8096,42,11151.33205,01-12-2013,348.59,01-05-2016
629948,15402,17,11490.72841,01-12-2013,366.97,01-12-2013
629957,2622,27,12972.80482,01-03-2013,3125.32,01-03-2013
629960,3000,48,4549.045837,01-12-2015,75.66,01-05-2016
629995,62853,52,7924.42798,01-01-2014,236.18,01-12-2013
630035,1176,6,4236.861939,01-12-2013,148.67,01-01-2014
630038,8451,13,1957.428938,01-09-2013,216.43,01-05-2016
630053,16357,22,17067.44276,01-03-2012,8662.41,01-04-2013
630075,7839,16,18969.96998,01-01-2016,329.66,01-12-2015
630076,2834,8,15180.53999,01-12-2015,254.47,01-12-2015
630105,4179,20,15893.80362,01-01-2014,453.37,01-12-2013
630148,20670,20,22217.33826,01-12-2015,369.65,01-12-2015
630161,858,36,6317.758523,01-01-2012,4142.75,01-02-2012
630170,3696,16,12285.05257,01-02-2013,6656.53,01-03-2013
630189,16200,17,13297.30885,01-04-2013,3823.07,01-07-2015
630199,25612,23,26134.47731,01-04-2011,23575.79,01-11-2015
630226,1181,12,8620.15738,01-06-2011,7653.21,01-01-2014
630246,37621,30,28745.53981,01-03-2013,7822.66,01-05-2016
630264,0,12,3334.16,01-09-2011,250.18,01-02-2012
630268,2675,17,10153.94823,01-03-2013,2724.82,01-02-2016
630278,6536,11,4845.988581,01-02-2012,795.42,01-05-2016
630279,7641,20,18036.04997,01-12-2015,300.06,01-03-2016
630351,7715,15,2210.524089,01-05-2013,484.55,01-04-2016
630359,0,29,14535.33354,01-03-2012,10481.89,01-04-2016
630368,21098,7,29069.89823,01-04-2012,16126.42,01-05-2016
630379,1717,13,12999.96791,01-09-2011,2817.95,01-03-2013
630396,16654,63,28880.78602,01-01-2014,835.79,01-05-2016
630464,3477,16,2266.81,01-01-2011,2266.97,01-05-2016
630481,10253,39,8734.257393,01-01-2014,270.5,01-05-2016
630483,6331,25,1167.808057,01-12-2013,33.79,01-12-2013
630486,1393,8,5085.971394,01-12-2013,149.77,01-01-2016
630503,11186,25,11592.28289,01-01-2013,247.2,01-03-2016
630521,5469,6,3733.36466,01-09-2011,847.39,01-08-2011
630567,22447,26,30358.25002,01-01-2015,5894.73,01-07-2015
630573,15988,15,23504.36643,01-12-2015,391.11,01-04-2016
630574,0,27,2774.78,01-08-2013,84.97,01-12-2013
630583,7554,21,8491.595175,01-02-2012,2788.6,01-05-2016
630586,798,13,6903.633416,01-01-2012,5320.04,01-08-2015
630598,4081,15,4231.124192,01-12-2015,69.85,01-12-2015
630626,5267,16,9012.664017,01-12-2013,271.26,01-12-2013
630666,7221,30,3157.05,01-03-2012,211.12,01-03-2012
630671,8280,20,13862.97407,01-12-2013,412.7,01-01-2014
630680,111,15,16467.61926,01-11-2013,930.11,01-05-2016
630696,14336,17,7755.387789,01-11-2012,213.06,01-11-2012
630701,3940,15,2662.08,01-05-2012,151.58,01-10-2012
630718,4880,10,5722.023027,01-05-2013,2819.3,01-01-2016
630720,7889,26,15866.29741,01-12-2013,451.51,01-12-2013
630753,7681,9,7648.086276,01-01-2016,0.48,01-01-2016
630756,7053,52,31620.35207,01-12-2013,941.97,01-05-2016
630759,4811,25,14397.33851,01-12-2013,428.4,01-12-2013
630780,24614,13,20443.85193,01-04-2011,18594.55,01-05-2016
630804,11281,11,16797.11688,01-12-2013,503.22,01-12-2013
630823,31,12,8656.3,01-01-2012,298.49,01-01-2013
630824,7416,16,12545.10307,01-01-2014,397.82,01-03-2016
630826,45735,30,29356.25502,01-08-2012,14723.38,01-08-2012
630833,13026,13,10980.34467,01-12-2013,313.79,01-12-2013
630837,9915,21,2435.04,01-04-2012,152.5,01-05-2016
630843,0,16,5703.376202,01-03-2012,4040.53,01-06-2012
630863,10104,22,11490.63467,01-01-2014,370.96,01-05-2016
630873,132,14,7287.372036,01-12-2015,121.23,01-03-2016
630879,5236,24,11677.62964,01-12-2013,333.76,01-05-2015
630896,9252,52,17375.98646,01-12-2013,6912.89,01-04-2016
630915,32869,25,17958.65456,01-01-2013,3642.71,01-02-2013
630916,7747,29,5541.35,01-07-2012,291.93,01-05-2016
630924,12728,9,21737.16529,01-05-2015,2828.26,01-05-2016
630945,16924,31,11563.0269,01-12-2015,191.95,01-02-2016
630959,4536,35,10847.75609,01-07-2013,281.68,01-05-2016
630965,56445,36,3740.212769,01-09-2011,2874.45,01-10-2011
630966,15835,10,23056.60373,01-12-2012,7980.34,01-05-2016
631066,11465,34,19660.47739,01-07-2012,5537.15,01-07-2012
631086,372,30,10858.61103,01-01-2014,329.1,01-12-2013
631118,4429,7,2213.483288,01-01-2014,69.99,01-11-2014
631129,7211,40,6455.20871,01-12-2011,5220.53,01-05-2016
631137,6118,16,10627.03999,01-07-2015,1206.05,01-05-2016
631184,13905,14,12160.79,01-12-2012,505.7,01-05-2016
631188,7352,25,10910.65141,01-03-2013,2988.66,01-04-2016
631207,38446,23,31125.24712,01-01-2014,899.01,01-05-2016
631225,19243,12,14792.1442,01-12-2013,415.22,01-12-2013
631226,8450,35,4085.63,01-12-2013,117.31,01-05-2014
631234,3434,11,2683.93,01-11-2012,226.97,01-03-2013
631236,3086,16,5520.378803,01-01-2014,175.9,01-01-2014
631273,2012,22,6663.556915,01-01-2014,11.07,01-06-2015
631310,23184,28,5377.57,01-12-2011,489.77,01-05-2016
631317,7831,21,4489.92,01-12-2013,127.67,01-05-2014
631329,5679,22,11081.50415,01-01-2014,325.92,01-12-2013
631336,1857,23,5420.013221,01-03-2013,1651.07,01-01-2015
631347,3155,16,12374.15279,01-07-2011,10195.34,01-02-2016
631361,4240,29,9744.846807,01-08-2013,1522.2,01-08-2013
631365,5,25,12712.94248,01-10-2012,5195.95,01-07-2013
631370,23057,55,8817.529632,01-10-2011,7190.69,01-01-2016
631407,11354,27,10880.60434,01-09-2013,4438.11,01-08-2015
631419,895,42,7846.565657,01-11-2011,5584.03,01-08-2015
631428,12492,38,13315.22189,01-10-2013,1108.55,01-11-2013
631432,26549,38,1727.348782,01-07-2013,286.99,01-05-2016
631441,15566,31,18676.68298,01-01-2014,570.33,01-09-2014
631459,9789,18,23410.39546,01-01-2014,699.86,01-12-2013
631484,4476,24,14987.35132,01-01-2014,439.34,01-12-2013
631510,1978,12,6225.301506,01-01-2014,184.77,01-02-2016
631535,3262,7,9606.340003,01-03-2015,2010.02,01-03-2015
631559,71833,54,23775.82,01-04-2013,865.26,01-08-2013
631587,4209,11,9954.20481,01-01-2016,165.51,01-01-2016
631594,1401,22,7601.142106,01-01-2014,230.48,01-12-2013
631604,27638,36,20931.72162,01-10-2011,16000.25,01-08-2011
631618,6872,28,8965.657868,01-09-2012,3880.67,01-06-2015
631634,28297,22,1656.122641,01-01-2014,53.4,01-02-2016
631677,9150,6,8079.782983,01-05-2013,1774.36,01-02-2016
631691,10013,14,8832.386963,01-01-2014,268.29,01-12-2013
631700,0,13,10917.8067,01-01-2014,341.76,01-02-2016
631719,12399,31,8644.54,01-10-2011,864.56,01-04-2016
631740,12652,34,19677.4594,01-08-2012,12365.3,01-05-2016
631764,5443,8,19117.77058,01-12-2015,318.01,01-12-2015
631766,2700,48,4509.720351,01-11-2012,1716.04,01-02-2016
631788,2122,17,13219.04,01-03-2014,300.54,01-04-2014
631809,25554,52,28748.87109,01-02-2013,9295.5,01-02-2014
631810,1541,31,5429.446209,01-01-2014,167,01-12-2013
631842,19893,23,1665.215194,01-01-2014,48.24,01-12-2013
631846,24109,32,22493.9,01-05-2013,662.77,01-07-2013
631857,15922,35,16712.22998,01-10-2014,4215.46,01-05-2015
631865,28791,37,11083.31668,01-05-2012,6263,01-07-2012
631868,1906,9,6121.71137,01-03-2011,5623.23,01-10-2013
631870,14384,28,37564.98,01-09-2015,3108.26,01-05-2016
631912,9791,9,12065.53,01-07-2013,27.84,01-11-2013
631924,18689,13,14630.25988,01-01-2014,453.06,01-12-2013
631926,14019,21,32107.24475,01-07-2012,20670.07,01-07-2012
631927,14944,16,12401.75671,01-11-2012,4704.14,01-04-2014
631931,8173,25,4938.576549,01-10-2011,118.71,01-11-2015
631948,9021,17,15467.70043,01-08-2011,11.78,01-11-2015
631987,3963,19,7142.922197,01-07-2013,403.65,01-05-2016
631990,16071,7,12536.59445,01-02-2014,345.15,01-05-2016
632042,32869,6,37327.0599,01-10-2015,244.48,01-10-2015
632049,2181,26,1858.52085,01-12-2013,58.02,01-05-2016
632059,23534,22,15051.95344,01-08-2013,6523.34,01-05-2016
632072,4763,9,3620.472655,01-01-2013,1162.74,01-12-2014
632076,695,24,25272.51392,01-12-2015,420.53,01-01-2016
632097,14089,41,13378.26187,01-11-2011,4193.83,01-11-2011
632132,3012,11,8586.56,01-12-2015,143.07,01-12-2015
632152,6450,17,901.86,01-09-2011,97.31,01-01-2012
632194,3044,17,5838.929575,01-01-2014,168.98,01-12-2013
632222,54755,54,29193.63042,01-01-2014,826.07,01-08-2014
632245,4108,8,14930.85834,01-12-2015,248.7,01-12-2015
632248,34224,30,29193.70877,01-01-2014,827.67,01-12-2013
632255,43175,13,29037.9899,01-01-2014,862.26,01-05-2016
632268,91106,25,10098.98151,01-01-2014,310.7,01-12-2013
632284,3273,14,19519.0514,01-06-2014,6163,01-05-2016
632300,9835,26,12830.55785,01-06-2012,6978.29,01-12-2013
632382,15955,39,21884.58,01-11-2013,89.51,01-11-2013
632395,13584,21,26022.52188,01-01-2014,735.23,01-05-2016
632405,3056,21,7815.627759,01-06-2011,7177.82,01-10-2012
632406,19782,11,11429.03645,01-01-2014,344.6,01-05-2016
632417,26717,19,10429.95,01-06-2012,942.52,01-09-2012
632430,1839,19,2498.17287,01-01-2014,73.05,01-12-2013
632465,0,23,15126.10496,01-01-2014,4618.29,01-12-2013
632481,9713,15,6518.268671,01-08-2011,5084.16,01-08-2011
632493,6402,28,25059.53488,01-10-2012,115.93,01-05-2016
632538,4235,55,7393.454153,01-01-2014,217.06,01-12-2013
632591,15195,25,12970.35485,01-06-2012,6682.38,01-06-2012
632616,28979,29,30825.42,01-01-2016,512.99,01-05-2016
632621,8104,10,1809.387876,01-01-2014,55.66,01-12-2013
632656,27272,21,25078.23894,01-05-2011,23422.75,01-05-2011
632666,28241,39,22745.57002,01-02-2015,4352.68,01-01-2015
632676,1893,14,1104.056735,01-01-2014,34.48,01-05-2016
632686,1330,12,10981.24226,01-01-2014,325.14,01-12-2013
632716,9021,20,8676.581911,01-10-2012,3783.62,01-09-2012
632725,11733,45,14903.99999,01-01-2016,247.81,01-01-2016
632739,25010,26,26420.42254,01-01-2014,739.74,01-01-2016
632740,5187,24,17983.16999,01-01-2016,299.69,01-01-2016
632744,30443,18,24512.4451,01-01-2014,697.37,01-12-2013
632762,17438,19,13815.038,01-08-2012,3062.77,01-04-2016
632774,9552,50,21927.38797,01-11-2011,30.52,01-07-2014
632848,8440,17,21895.72359,01-07-2013,4221.26,01-06-2013
632851,6137,45,3864.02,01-10-2012,219.43,01-05-2016
632869,3634,18,6215.164992,01-01-2012,221.63,01-05-2016
632873,13004,12,3677.099817,01-01-2014,106.51,01-05-2016
632884,2188,30,5232.198911,01-01-2012,3576.36,01-01-2012
632896,20280,20,17552.72272,01-02-2012,14275.46,01-08-2013
632901,143,21,6487.684208,01-12-2012,2480.79,01-05-2016
632923,0,8,4202.253334,01-01-2014,129.31,01-02-2015
632988,12870,27,15095.85682,01-08-2012,6844.16,01-09-2012
632997,9040,38,22980.39895,01-01-2014,689.57,01-01-2014
633025,3152,14,6095.883505,01-01-2014,187.49,01-03-2016
633030,742,20,16008.67689,01-01-2014,473.11,01-12-2013
633056,12065,41,17909.76414,01-05-2012,12459.26,01-05-2016
633071,2571,9,4551.258621,01-02-2016,0.25,01-02-2016
633089,4565,20,12060.53653,01-05-2013,2947.22,01-05-2013
633091,38167,24,11040.461,01-01-2014,325.83,01-01-2016
633094,5247,4,6128.323526,01-01-2014,175.37,01-01-2014
633105,15958,9,25291.67903,01-01-2016,838.87,01-02-2016
633113,11006,39,1416.481464,01-12-2013,41.97,01-11-2013
633115,34013,21,10933.33585,01-01-2013,3587.48,01-08-2015
633116,4041,38,11552.29004,01-01-2014,339.26,01-01-2014
633120,15632,32,4962.700762,01-05-2011,4656.25,01-01-2015
633135,8304,16,1721.130279,01-01-2013,537.69,01-02-2014
633176,1621,14,5894.00705,01-03-2012,3702.54,01-03-2012
633181,3252,13,5450.736785,01-10-2013,214.99,01-10-2013
633190,16247,24,13142.29967,01-05-2014,4518.23,01-05-2016
633217,1195,7,8907.237694,01-02-2012,13.82,01-03-2016
633221,9305,26,9435.896737,01-01-2014,265.24,01-11-2014
633224,1419,39,15617.75961,01-08-2012,5708.91,01-02-2016
633248,35150,28,27104.72165,01-01-2014,814.18,01-12-2015
633249,5731,24,21971.34172,01-12-2013,8666.68,01-04-2016
633282,3791,31,9172.005785,01-11-2011,6765.84,01-05-2016
633287,14764,14,12124.93647,01-07-2013,291.63,01-07-2013
633317,18066,30,16152.68998,01-11-2015,812.31,01-11-2015
633329,8212,18,15771.15497,01-05-2011,14195.84,01-05-2011
633367,5092,22,4646.382384,01-01-2014,147.6,01-12-2015
633383,5954,5,13645.67,01-01-2016,227.3,01-12-2015
633392,324,21,8998.197069,01-01-2016,149.37,01-12-2015
633398,24996,37,19689.38997,01-06-2015,2594.36,01-02-2016
633400,17005,25,16312.50998,01-06-2015,2165.6,01-06-2015
633402,11330,7,9495.899133,01-01-2014,111.43,01-01-2014
633431,28149,20,20425.8255,01-11-2013,1729.03,01-03-2015
633445,16485,23,22949.97999,01-11-2014,5965.05,01-01-2016
633453,4160,16,2819.455045,01-02-2013,920.57,01-02-2013
633458,7661,24,15295.43851,01-10-2013,362.36,01-10-2013
633459,2479,11,7221.89,01-10-2015,476.13,01-05-2016
633487,30897,22,22202.10547,01-01-2014,624.04,01-02-2014
633495,3229,4,5777.55093,01-01-2014,172.59,01-04-2016
633527,12606,18,13413.66054,01-12-2012,4112.09,01-04-2016
633533,10480,40,5182.497859,01-10-2012,2260.77,01-10-2012
633537,0,8,11677.553,01-01-2014,332.47,01-01-2014
633559,4400,17,5882.370032,01-01-2014,168.99,01-05-2016
633571,6271,20,9046.888583,01-01-2014,268.43,01-01-2014
633595,37226,31,16527.8842,01-12-2013,273.66,01-03-2016
633616,12354,29,17140.36844,01-01-2012,14.65,01-12-2011
633617,3038,37,5174.52,01-08-2011,597.24,01-12-2011
633630,10264,24,8058.872162,01-01-2014,253.02,01-05-2016
633643,0,20,2843.75,01-02-2012,406.36,01-05-2016
633670,3054,10,3945.332271,01-07-2012,2648.31,01-06-2015
633671,6385,17,7364.216256,01-09-2013,620.24,01-08-2015
633706,6269,24,17328.32377,01-01-2014,502.56,01-01-2014
633740,2651,9,9335.637699,01-01-2016,154.98,01-12-2015
633742,1638,4,6822.712064,01-01-2016,113.23,01-12-2015
633745,31720,36,30966.41544,01-01-2014,868.89,01-08-2015
633762,1204,23,8946.28869,01-03-2012,5623.38,01-05-2016
633790,5823,53,21554.79269,01-09-2014,5429.36,01-04-2016
633807,28894,30,19071.84001,01-11-2015,945.84,01-05-2016
633813,5457,26,2941.20396,01-01-2014,84.44,01-05-2016
633856,77812,33,17983.80469,01-01-2014,508.84,01-05-2016
633860,19862,15,29259.35861,01-10-2013,12689.45,01-03-2016
633868,0,39,13516.74125,01-02-2013,4436.57,01-01-2016
633869,3033,30,5666.580145,01-01-2013,3209.43,01-02-2016
633876,2923,39,11443.05588,01-09-2012,148.36,01-04-2016
633878,51586,40,21896.96684,01-09-2013,9962.32,01-05-2016
633896,19053,22,19174.64727,01-03-2012,11739.42,01-05-2016
633931,2196,17,2872.577288,01-01-2014,87.33,01-01-2014
633936,18623,29,3251.100531,01-03-2011,3184.82,01-06-2012
633965,15630,21,16888.04566,01-01-2014,512.77,01-01-2014
633967,31489,22,22374.55276,01-08-2013,10177.16,01-08-2013
633987,14959,15,4954.668024,01-01-2014,138.94,01-05-2016
633991,4708,9,5807.610006,01-01-2014,174.85,01-01-2014
634004,7010,7,14227.11812,01-12-2012,5414.22,01-12-2012
634017,7071,10,3031.907713,01-01-2014,89.71,01-12-2014
634029,14390,26,2191.53,01-06-2013,75.82,01-05-2016
634062,22155,34,28025.41901,01-08-2014,7819.98,01-05-2016
634073,9179,38,14288.11,01-03-2014,32.32,01-06-2014
634078,13200,21,6653.98,01-10-2011,627.11,01-03-2015
634087,11656,33,9323.869802,01-05-2013,2053.79,01-05-2013
634092,9070,26,10813.9279,01-08-2011,9407.89,01-05-2016
634114,4383,27,13694.57456,01-09-2011,10880.46,01-09-2011
634116,6963,5,11198.0594,01-01-2016,186.29,01-12-2015
634125,13683,44,24557.04758,01-04-2013,12984.74,01-04-2013
634132,0,15,17344.69017,01-01-2016,288.38,01-12-2015
634140,5245,9,15033.50732,01-01-2016,250.46,01-12-2015
634145,10305,19,9069.515435,01-10-2011,7517.05,01-10-2014
634152,13717,21,16651.64683,01-01-2014,470.52,01-01-2015
634192,496,13,15294.25127,01-01-2016,254.56,01-12-2015
634195,26227,28,2319.36,01-06-2011,268.06,01-11-2011
634210,2969,12,3135.288879,01-09-2012,1422.66,01-06-2014
634231,41188,17,17519.83538,01-01-2014,499.77,01-01-2014
634234,11973,22,14324.16322,01-05-2012,6841.78,01-05-2012
634236,18712,29,8195.149031,01-03-2013,977.19,01-05-2016
634237,2723,15,4251.52043,01-01-2014,130.58,01-01-2014
634281,6729,30,1690.485128,01-04-2012,992.54,01-10-2015
634283,1390,11,3719.084249,01-06-2013,812.04,01-05-2016
634290,31334,24,8955.041667,01-02-2011,8956.13,01-05-2016
634309,194,6,2355.41,01-01-2012,178.41,01-05-2012
634312,10081,13,9926.078202,01-10-2012,4213.24,01-05-2016
634323,16701,42,1093.902524,01-02-2012,487.63,01-05-2016
634325,12133,33,14627.23992,01-01-2013,5153.49,01-11-2015
634326,18281,21,9301.865336,01-01-2014,290.36,01-01-2014
634340,8937,14,11812.20438,01-07-2013,156.62,01-09-2015
634355,10164,25,21477.36603,01-09-2013,9469.57,01-05-2016
634365,4986,14,3491.807272,01-07-2014,184.16,01-05-2016
634371,4164,20,10917.71695,01-01-2014,312.16,01-01-2014
634378,5140,27,4859.41,01-04-2011,165.78,01-05-2016
634386,10544,22,8847.17,01-07-2012,476.16,01-11-2012
634396,25329,21,7620.680004,01-06-2015,998.79,01-05-2016
634404,14900,14,11899.53123,01-03-2013,3180.06,01-02-2013
634414,97653,26,8171.68,01-11-2012,235.08,01-05-2016
634415,5615,12,7908.563946,01-02-2013,2527.97,01-02-2013
634443,3037,24,17690.82641,01-01-2016,294.67,01-12-2015
634454,22728,13,14254.70968,01-05-2013,3479.25,01-05-2013
634459,20914,39,5412.43,01-01-2013,225.54,01-04-2016
634508,14637,16,2536.068634,01-08-2012,1224.03,01-02-2016
634520,19813,41,37326.97716,01-01-2016,621.3,01-12-2015
634535,3625,16,3275.373125,01-01-2014,108.97,01-01-2016
634547,18647,23,12455.38,01-10-2015,71.48,01-09-2015
634552,8585,11,7587.892775,01-01-2014,242.24,01-01-2014
634553,98,26,10203.96,01-06-2011,4971.89,01-06-2011
634562,11224,17,15715.022,01-06-2013,3417.87,01-05-2015
634567,21035,13,20570.49005,01-09-2013,2833.18,01-05-2016
634568,10913,29,13246.8631,01-05-2013,3259.95,01-11-2015
634584,2009,21,10193.28,01-11-2015,506.7,01-02-2016
634613,16943,20,9631.67275,01-01-2016,160.4,01-01-2016
634616,3489,19,2450.998896,01-01-2014,70.74,01-08-2015
634629,32815,17,21840.21205,01-11-2012,8896.32,01-11-2012
634636,29813,35,17897.86765,01-01-2014,514.6,01-04-2016
634640,28316,15,29037.95103,01-01-2014,863.94,01-02-2014
634668,15977,7,16374.69998,01-01-2016,272.42,01-05-2016
634716,5425,24,9138.046371,01-01-2013,2995.66,01-02-2013
634722,5335,7,2438.385737,01-01-2014,75.75,01-03-2014
634737,59928,13,8280.969304,01-09-2011,6588.95,01-03-2016
634739,14004,22,14830.21602,01-03-2011,14499.22,01-03-2011
634741,2210,6,4851.78058,01-05-2011,4513.11,01-04-2016
634768,26,18,16711.61355,01-10-2013,1863,01-09-2013
634775,2788,6,3769.568353,01-01-2014,116.02,01-05-2016
634792,6403,7,19364.58877,01-01-2014,549.82,01-01-2014
634807,6265,4,6128.435672,01-01-2014,176.04,01-01-2014
634823,1,31,16911.23662,01-12-2012,6451.4,01-07-2015
